Nom de la chaîne,Satellite,Fréquence,Polarisation,Symbol Rate,Type Service,Type Vidéo
CANAL+ DOKUMENT HD,Hotbird,11411,0,27500,0,27
CANAL+ DOKUMENT HD,Hotbird,11411,0,27500,0,27
CANAL+ DOKUMENT HD,Hotbird,11449,0,27500,0,27
CANAL+ DOKUMENT HD,Hotbird,11449,0,27500,0,27
CANAL+ DOMO HD,Hotbird,11488,0,27500,0,27
CANAL+ DOMO HD,Hotbird,11488,0,27500,0,27
CANAL+ EXTRA 1,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 1,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 2,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 2,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 2,Hotbird,11411,0,27500,0,27
CANAL+ EXTRA 2,Hotbird,11411,0,27500,0,27
CANAL+ EXTRA 3,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 3,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 4,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 4,Hotbird,11278,1,27500,0,27
CANAL+ EXTRA 4,Hotbird,11449,0,27500,0,27
CANAL+ EXTRA 4,Hotbird,11449,0,27500,0,27
CANAL+ FILM HD,Hotbird,11411,0,27500,0,27
CANAL+ FILM HD,Hotbird,11411,0,27500,0,27
CANAL+ KUCHNIA,Hotbird,11411,0,27500,0,27
CANAL+ KUCHNIA,Hotbird,11411,0,27500,0,27
CANAL+ NOW,Hotbird,11278,1,27500,0,27
CANAL+ NOW,Hotbird,11278,1,27500,0,27
CANAL+ PREMIUM HD,Hotbird,11278,1,27500,0,27
CANAL+ PREMIUM HD,Hotbird,11278,1,27500,0,27
CANAL+ PREMIUM HD,Hotbird,11278,1,27500,0,27
CANAL+ PREMIUM HD,Hotbird,11278,1,27500,0,27
CANAL+ PREMIUM HD,Hotbird,11278,1,27500,0,27
CANAL+ SERIALE HD,Hotbird,11411,0,27500,0,27
CANAL+ SERIALE HD,Hotbird,11411,0,27500,0,27
CANAL+ SPORT 2 HD,Hotbird,11488,0,27500,0,27
CANAL+ SPORT 2 HD,Hotbird,11488,0,27500,0,27
CANAL+ SPORT 2 HD,Hotbird,11488,0,27500,0,27
CANAL+ SPORT 3 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 3 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 3 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 4 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 4 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 4 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 5 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 5 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT 5 HD,Hotbird,11449,0,27500,0,27
CANAL+ SPORT HD,Hotbird,11278,1,27500,0,27
CANAL+ SPORT HD,Hotbird,11278,1,27500,0,27
CANAL+ SPORT HD,Hotbird,11278,1,27500,0,27
CANAL+1 HD,Hotbird,11488,0,27500,0,27
CANAL+1 HD,Hotbird,11488,0,27500,0,27
CBC Azerbaijan,Hotbird,11296,0,27500,0,27
CBS Reality HD,Hotbird,10796,1,27500,0,27
CBS Reality HD,Hotbird,10796,1,27500,0,27
CBS Reality HD,Hotbird,10892,0,27500,0,27
CBS Reality HD,Hotbird,10892,0,27500,0,27
CCTV 4E,Hotbird,11585,1,27500,0,27
CGTN,Hotbird,11034,1,27500,0,2
CGTN,Hotbird,11585,1,27500,0,27
CGTN A,Hotbird,11585,1,27500,0,27
CGTN Documentary,Hotbird,11585,1,27500,0,27
CGTN E,Hotbird,11585,1,27500,0,27
CGTN F,Hotbird,11585,1,27500,0,27
CGTN R,Hotbird,11585,1,27500,0,27
CHASSE ET PECHE,Hotbird,11900,0,27500,0,27
CHASSE et PECHE,Hotbird,12692,0,27500,0,27
CI Polsat HD,Hotbird,12265,1,27500,0,27
CI Polsat HD,Hotbird,12265,1,27500,0,27
CIAO,Hotbird,11662,1,27500,0,27
CIRA TV,Hotbird,12520,1,27500,0,27
CITY TV,Hotbird,12635,1,29900,0,27
CITY TV,Hotbird,12635,1,30000,0,27
CNBC HD,Hotbird,12054,0,29900,0,27
CNEWS,Hotbird,10892,0,27500,0,27
CNEWS,Hotbird,11681,0,27500,0,27
CNN,Hotbird,12713,1,29900,0,27
CNN Intl.,Hotbird,12034,1,29900,0,27
CNNI EMEA HD,Hotbird,11258,0,27500,0,27
COSMOTESport1HD,Hotbird,11823,0,27500,0,27
COSMOTESport1HD,Hotbird,12130,0,30000,0,27
COSMOTESport2HD,Hotbird,11823,0,27500,0,27
COSMOTESport2HD,Hotbird,11938,0,30000,0,27
COSMOTESport4HD,Hotbird,11938,0,30000,0,27
COSMOTESport5HD,Hotbird,11938,0,30000,0,27
COSMOTESport6HD,Hotbird,11938,0,30000,0,27
COSMOTESport7HD,Hotbird,12130,0,30000,0,27
COSMOTESport8HD,Hotbird,12130,0,30000,0,27
COSMOTESport9HD,Hotbird,12130,0,30000,0,27
COSMOTESportHLHD,Hotbird,11804,1,30000,0,27
COSMOTESportHLHD,Hotbird,11804,1,29700,0,27
CRIME DISTRICT,Hotbird,11900,0,27500,0,27
CSTAR,Hotbird,12692,0,27500,0,27
CSTAR,Hotbird,11900,0,27500,0,27
CTC Int.,Hotbird,12673,1,30000,0,27
CTC Kids,Hotbird,12673,1,29900,0,27
CTC Kids,Hotbird,12673,1,30000,0,27
Caccia e PESCA,Hotbird,11996,1,29900,0,27
Caccia e PESCA,Hotbird,12466,1,29900,0,27
Camera Deputati,Hotbird,10992,1,27500,0,2
Can TV HD,Hotbird,11075,1,30000,0,27
Canal algerie HD,Hotbird,12520,1,27500,0,27
Canale Italia,Hotbird,11179,0,27500,0,27
Canale Italia 2,Hotbird,11179,0,27500,0,27
Canale Italia 83,Hotbird,11179,0,27500,0,27
Canale Italia 84,Hotbird,11179,0,27500,0,27
Canale5 HD,Hotbird,11432,1,29900,0,27
Cartoon Network,Hotbird,11977,0,29900,0,27
Cartoon Network +1,Hotbird,12034,1,29900,0,27
Cartoon Network Poland HD,Hotbird,11393,1,27500,0,27
Cartoonito HD,Hotbird,11432,1,29900,0,27
Cartoonito HD,Hotbird,11938,0,30000,0,27
Cartoonito Poland HD,Hotbird,11393,1,27500,0,27
Cento x Cento,Hotbird,12466,1,29900,0,27
Channel 8 ARA,Hotbird,11373,0,27500,0,27
Channel 8 KUR,Hotbird,11373,0,27500,0,27
Chasse & Peche,Hotbird,12616,0,29900,0,27
Chasse & Peche,Hotbird,12616,0,30000,0,27
Cine34 HD,Hotbird,11432,1,29900,0,27
CineStar TV,Hotbird,12616,0,29900,0,27
CineStar TV,Hotbird,12616,0,30000,0,27
CineStar TV A&T,Hotbird,12616,0,29900,0,27
CineStar TV A&T,Hotbird,12616,0,30000,0,27
Cinema Christmas,Hotbird,12466,1,29900,0,27
Cinema HD,Hotbird,12034,1,29900,0,27
Cinemania,Hotbird,12713,1,29900,0,27
Cinemax,Hotbird,12616,0,29900,0,27
Cinemax,Hotbird,12616,0,30000,0,27
Cinemax 2 HD,Hotbird,12265,1,27500,0,27
Cinemax 2 HD,Hotbird,12265,1,27500,0,27
Cinemax HD,Hotbird,11449,0,27500,0,27
Cinemax HD,Hotbird,11449,0,27500,0,27
Cinemax HD,Hotbird,11449,0,27500,0,27
Class CNBC,Hotbird,12034,1,29900,0,27
Class TV Moda,Hotbird,10930,0,30000,0,27
Classica HD,Hotbird,12034,1,29900,0,27
Code Health,Hotbird,12713,1,29900,0,27
Comedy +1,Hotbird,12341,1,29900,0,27
Comedy +1,Hotbird,12466,1,29900,0,27
Comedy Central,Hotbird,12034,1,29900,0,27
Comedy Central,Hotbird,12073,1,29900,0,27
Comedy Central HD,Hotbird,12015,0,27500,0,27
Comedy Central HD,Hotbird,12015,0,27500,0,27
Cricket Gold,Hotbird,11785,0,27500,0,27
Cricket Gold,Hotbird,11355,1,27500,0,27
Crime District,Hotbird,12692,0,27500,0,27
Crime+Investigation,Hotbird,12731,0,29900,0,27
Crime+Investigation,Hotbird,12731,0,30000,0,27
Current Time,Hotbird,12713,1,29900,0,27
Current Time HD,Hotbird,12226,1,27500,0,27
DAYSTAR HD,Hotbird,10727,0,30000,0,27
DAYSTAR HD,Hotbird,11642,0,27500,0,27
DAZN 1,Hotbird,11843,1,29900,0,27
DAZN 1,Hotbird,11919,1,29900,0,27
DAZN 2,Hotbird,11919,1,29900,0,27
DAZN 2,Hotbird,11977,0,29900,0,27
DAZN 2,Hotbird,12054,0,29900,0,27
DAZN 2,Hotbird,12073,1,29900,0,27
DAZN 3,Hotbird,11996,1,29900,0,27
DAZN 3,Hotbird,12341,1,29900,0,27
DAZN 4,Hotbird,12341,1,29900,0,27
DMAX HD,Hotbird,11862,0,29900,0,27
DMAX Italy HD,Hotbird,11258,0,27500,0,27
DORCEL TV HD,Hotbird,10930,0,30000,0,27
DW,Hotbird,12616,0,29900,0,27
DW,Hotbird,12616,0,30000,0,27
DW Russian,Hotbird,10949,1,27500,0,27
Da Vinci,Hotbird,10758,1,27500,0,27
Da Vinci,Hotbird,12713,1,29900,0,27
Daystar,Hotbird,12303,1,27500,0,27
Daystar SD,Hotbird,11137,0,27500,0,2
DeAJunior,Hotbird,12034,1,29900,0,27
DeAKids,Hotbird,12034,1,29900,0,27
DeAKids +1,Hotbird,11977,0,29900,0,27
Deejay TV,Hotbird,12034,1,29900,0,27
Diema Sport 2 HD,Hotbird,12673,1,29900,0,27
Diema Sport 2 HD,Hotbird,12673,1,30000,0,27
Diema Sport 3 HD,Hotbird,12673,1,29900,0,27
Diema Sport 3 HD,Hotbird,12673,1,30000,0,27
Diema Sport HD,Hotbird,12673,1,29900,0,27
Diema Sport HD,Hotbird,12673,1,30000,0,27
Dim TV,Hotbird,10930,0,30000,0,27
Disco Polo Music,Hotbird,12188,1,27500,0,27
Disco Polo Music,Hotbird,12188,1,27500,0,27
Discovery,Hotbird,11747,0,27500,0,27
Discovery,Hotbird,12466,1,29900,0,27
Discovery +1,Hotbird,11977,0,29900,0,27
Discovery Channel,Hotbird,12713,1,29900,0,27
Discovery Italy HD,Hotbird,11258,0,27500,0,27
Discovery Life,Hotbird,11393,1,27500,0,27
Discovery Poland HD,Hotbird,11393,1,27500,0,27
Disney,Hotbird,12616,0,29900,0,27
Disney,Hotbird,12616,0,30000,0,27
Disney Channel,Hotbird,11804,1,30000,0,27
Disney Channel,Hotbird,11804,1,30000,0,27
Disney Channel,Hotbird,11804,1,29700,0,27
Disney Channel,Hotbird,11804,1,29700,0,27
Disney Channel HD,Hotbird,12188,1,27500,0,27
Disney Channel HD,Hotbird,12188,1,27500,0,27
Disney Junior,Hotbird,12284,0,27500,0,27
Disney Junior,Hotbird,12616,0,29900,0,27
Disney Junior,Hotbird,11804,1,30000,0,27
Disney Junior,Hotbird,12616,0,30000,0,27
Disney Junior,Hotbird,11804,1,29700,0,27
Disney XD,Hotbird,12188,1,27500,0,27
Dla Abonentow,Hotbird,12188,1,27500,0,27
Dla Abonentow,Hotbird,12188,1,27500,0,27
Dla Ciebie TV,Hotbird,10930,0,30000,0,27
Documentari HD,Hotbird,12034,1,29900,0,27
Dom Kino Premium,Hotbird,12616,0,29900,0,27
Dom Kino Premium,Hotbird,12616,0,30000,0,27
Domashniy,Hotbird,12673,1,29900,0,27
Domashniy,Hotbird,12673,1,30000,0,27
Dorcel Club,Hotbird,12034,1,29900,0,27
Dorcel TV,Hotbird,12713,1,29900,0,27
Dubai International HD,Hotbird,12399,0,29700,0,27
E! Entertainment,Hotbird,10911,1,27500,0,27
E! Entertainment HD,Hotbird,12130,0,30000,0,27
ELEVEN SPORTS 4 HD,Hotbird,11278,1,27500,0,27
EPT1 HD,Hotbird,11823,0,27500,0,27
EPT2 HD,Hotbird,11823,0,27500,0,27
EQUIDIA,Hotbird,11900,0,27500,0,27
EQUtv,Hotbird,11662,1,27500,0,27
ER24,Hotbird,11642,0,27500,0,27
ERT World Europe,Hotbird,11823,0,27500,0,27
ESC,Hotbird,12399,0,29700,0,27
ESR24,Hotbird,11240,1,27500,0,27
ESport 24,Hotbird,11240,1,27500,0,27
EURONEWS ITALIAN SD PAL 1.8,Hotbird,12476,0,29900,0,27
EWTN ENGLISH,Hotbird,12149,1,27500,0,2
Eko TV,Hotbird,11034,1,27500,0,2
El barlamaniya,Hotbird,12520,1,27500,0,27
Eleven Sports 1 4K,Hotbird,11117,1,27500,0,36
Eleven Sports 1 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 1 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 1 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 2 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 2 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 2 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 3 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 3 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 3 HD,Hotbird,11488,0,27500,0,27
Eleven Sports 4 HD,Hotbird,11488,0,27500,0,27
English Club,Hotbird,12713,1,29900,0,27
Epic Drama,Hotbird,12616,0,29900,0,27
Epic Drama,Hotbird,12616,0,30000,0,27
Epic Drama HD,Hotbird,10758,1,27500,0,27
Epic Drama HD,Hotbird,11938,0,30000,0,27
Equidia,Hotbird,12692,0,27500,0,27
Equidia PRO 1  HD,Hotbird,12476,0,29900,0,27
Equidia PRO 2  HD,Hotbird,12476,0,29900,0,27
Eska Rock,Hotbird,10758,1,27500,0,27
Eska Rock HD,Hotbird,12284,0,27500,0,27
Eska TV Extra,Hotbird,10758,1,27500,0,27
Eska TV Extra HD,Hotbird,12284,0,27500,0,27
Eska TV HD,Hotbird,10758,1,27500,0,27
Eurasia Worldwide,Hotbird,11137,0,27500,0,2
Euronews English HD,Hotbird,11566,0,29900,0,27
Euronews Greek,Hotbird,12130,0,30000,0,27
Eurosport 1,Hotbird,12073,1,29900,0,27
Eurosport 1,Hotbird,12341,1,29900,0,27
Eurosport 1,Hotbird,12466,1,29900,0,27
Eurosport 1 Greek HD,Hotbird,11334,0,27500,0,27
Eurosport 1 International H,Hotbird,11334,0,27500,0,27
Eurosport 1 Poland HD,Hotbird,11258,0,27500,0,27
Eurosport 1 Serbian HD,Hotbird,11334,0,27500,0,27
Eurosport 2,Hotbird,12073,1,29900,0,27
Eurosport 2,Hotbird,12341,1,29900,0,27
Eurosport 2,Hotbird,12466,1,29900,0,27
Eurosport 2 Greek HD,Hotbird,11334,0,27500,0,27
Eurosport 2 International H,Hotbird,11334,0,27500,0,27
Eurosport 2 Poland HD,Hotbird,11258,0,27500,0,27
Eurosport 2 Serbian HD,Hotbird,11334,0,27500,0,27
Eurosport 3 HD,Hotbird,11334,0,27500,0,27
Eurosport 4 HD,Hotbird,11334,0,27500,0,27
Eurosport 5 HD,Hotbird,11334,0,27500,0,27
Eurosport 6 HD,Hotbird,11334,0,27500,0,27
Extreme Sports HD,Hotbird,12284,0,27500,0,27
FATAFEAT,Hotbird,11747,0,27500,0,27
FRANCE 2,Hotbird,10892,0,27500,0,27
FRANCE 2,Hotbird,11681,0,27500,0,27
FRANCE 3,Hotbird,10892,0,27500,0,27
FRANCE 3,Hotbird,11681,0,27500,0,27
FRANCE 4,Hotbird,10892,0,27500,0,27
FRANCE 4,Hotbird,11681,0,27500,0,27
FRANCE 5,Hotbird,10892,0,27500,0,27
FRANCE 5,Hotbird,11681,0,27500,0,27
FRANCEINFO:,Hotbird,12692,0,27500,0,27
FRANCEINFO:,Hotbird,11900,0,27500,0,27
FREEДОМ,Hotbird,12713,1,29900,0,27
FTV UHD,Hotbird,12380,1,30000,0,36
FX HD,Hotbird,12265,1,27500,0,27
FX HD,Hotbird,12265,1,27500,0,27
FX HD,Hotbird,12731,0,29900,0,27
FX HD,Hotbird,12731,0,30000,0,27
FX Life HD,Hotbird,12731,0,29900,0,27
FX Life HD,Hotbird,12731,0,30000,0,27
Fashion TV HD,Hotbird,12380,1,30000,0,27
FashionTV L'Original,Hotbird,12380,1,30000,0,27
FightKlub,Hotbird,12673,1,29900,0,27
FightKlub,Hotbird,12673,1,30000,0,27
Fightbox HD,Hotbird,10911,1,27500,0,27
Fightklub HD,Hotbird,10719,1,27500,0,27
Film Cafe,Hotbird,12284,0,27500,0,27
FilmBox Action,Hotbird,10796,1,27500,0,27
FilmBox Action,Hotbird,10796,1,27500,0,27
FilmBox Action,Hotbird,10796,1,27500,0,27
FilmBox Action,Hotbird,10892,0,27500,0,27
FilmBox Action,Hotbird,10892,0,27500,0,27
FilmBox Action,Hotbird,10892,0,27500,0,27
FilmBox Extra HD,Hotbird,10796,1,27500,0,27
FilmBox Extra HD,Hotbird,10796,1,27500,0,27
FilmBox Extra HD,Hotbird,10796,1,27500,0,27
FilmBox Extra HD,Hotbird,10892,0,27500,0,27
FilmBox Extra HD,Hotbird,10892,0,27500,0,27
FilmBox Extra HD,Hotbird,10892,0,27500,0,27
FilmBox Family,Hotbird,10796,1,27500,0,27
FilmBox Family,Hotbird,10796,1,27500,0,27
FilmBox Family,Hotbird,10796,1,27500,0,27
FilmBox Family,Hotbird,10892,0,27500,0,27
FilmBox Family,Hotbird,10892,0,27500,0,27
FilmBox Family,Hotbird,10892,0,27500,0,27
Filmbox,Hotbird,12713,1,29900,0,27
Filmbox Arthouse,Hotbird,10758,1,27500,0,27
Filmbox Arthouse,Hotbird,12713,1,29900,0,27
Filmbox Extra,Hotbird,12713,1,29900,0,27
Filmbox Premium HD,Hotbird,10796,1,27500,0,27
Filmbox Premium HD,Hotbird,10796,1,27500,0,27
Filmbox Premium HD,Hotbird,10796,1,27500,0,27
Filmbox Premium HD,Hotbird,10892,0,27500,0,27
Filmbox Premium HD,Hotbird,10892,0,27500,0,27
Filmbox Premium HD,Hotbird,10892,0,27500,0,27
Firstlight,Hotbird,11296,0,27500,0,27
Firstlight,Hotbird,12520,1,27500,0,27
Focus HD,Hotbird,11432,1,29900,0,27
Fokus TV HD,Hotbird,10758,1,27500,0,27
Fokus TV HD,Hotbird,10758,1,27500,0,27
Food Network HD,Hotbird,11508,1,27500,0,27
Food Network HD,Hotbird,11862,0,29900,0,27
Food Network HD,Hotbird,12130,0,30000,0,27
Food Network HD_,Hotbird,11508,1,27500,0,27
Food Network Italy HD,Hotbird,11258,0,27500,0,27
Fox Business,Hotbird,12034,1,29900,0,27
Fox News,Hotbird,12034,1,29900,0,27
France 24 HD (en Francais),Hotbird,11566,0,29900,0,27
France 24 HD (in English),Hotbird,11566,0,29900,0,27
Freedom TV,Hotbird,11296,0,27500,0,27
Frisbee,Hotbird,11258,0,27500,0,27
Fx Comedy HD,Hotbird,12265,1,27500,0,27
Fx Comedy HD,Hotbird,12265,1,27500,0,27
GB News,Hotbird,12303,1,27500,0,27
GEB TV,Hotbird,10727,0,30000,0,27
GEB TV,Hotbird,11642,0,27500,0,27
GIALLO HD,Hotbird,11862,0,29900,0,27
GINX,Hotbird,11240,1,27500,0,27
GNC,Hotbird,11137,0,27500,0,2
GNC HD,Hotbird,12577,0,27500,0,27
GO-TV CHANNEL,Hotbird,12520,1,27500,0,27
GOD TV,Hotbird,11296,0,27500,0,27
GORDON Live,Hotbird,10949,1,27500,0,27
GULLI,Hotbird,12692,0,27500,0,27
GULLI,Hotbird,11900,0,27500,0,27
Gambero Rosso HD,Hotbird,11996,1,29900,0,27
Gambero Rosso HD,Hotbird,11996,1,29900,0,27
Gambero Rosso HD,Hotbird,12466,1,29900,0,27
Gambero Rosso HD,Hotbird,12466,1,29900,0,27
Gametoon,Hotbird,11240,1,27500,0,27
Giallo HD,Hotbird,11393,1,27500,0,27
Golf Zone,Hotbird,10911,1,27500,0,27
H2,Hotbird,12616,0,29900,0,27
H2,Hotbird,12616,0,30000,0,27
HABERTURK,Hotbird,12713,1,29900,0,27
HADI TV 3,Hotbird,11179,0,27500,0,27
HBO,Hotbird,12616,0,29900,0,27
HBO,Hotbird,12616,0,30000,0,27
HBO 2,Hotbird,12616,0,29900,0,27
HBO 2,Hotbird,12616,0,30000,0,27
HBO HD,Hotbird,12284,0,27500,0,27
HBO HD,Hotbird,12284,0,27500,0,27
HBO2 HD,Hotbird,11488,0,27500,0,27
HBO2 HD,Hotbird,11488,0,27500,0,27
HBO2 HD,Hotbird,11488,0,27500,0,27
HBO2 HD,Hotbird,11488,0,27500,0,27
HBO3 HD,Hotbird,11488,0,27500,0,27
HBO3 HD,Hotbird,11488,0,27500,0,27
HBO3 HD,Hotbird,11488,0,27500,0,27
HBO3 HD,Hotbird,11488,0,27500,0,27
HGTV HD,Hotbird,11393,1,27500,0,27
HGTV HD,Hotbird,11862,0,29900,0,27
HGTV HD,Hotbird,12673,1,29900,0,27
HGTV HD,Hotbird,12673,1,30000,0,27
HGTV Italy HD,Hotbird,11393,1,27500,0,27
HOME TV,Hotbird,10719,1,27500,0,27
HOME TV,Hotbird,11278,1,27500,0,27
Historia Poland,Hotbird,11393,1,27500,0,27
History,Hotbird,11862,0,29900,0,27
History,Hotbird,11862,0,29900,0,27
History,Hotbird,12073,1,29900,0,27
History,Hotbird,12073,1,29900,0,27
History,Hotbird,12418,1,29900,0,27
History,Hotbird,12418,1,29900,0,27
History +1,Hotbird,12341,1,29900,0,27
History +1,Hotbird,12341,1,29900,0,27
History +1,Hotbird,12466,1,29900,0,27
History +1,Hotbird,12466,1,29900,0,27
History 2 HD,Hotbird,10911,1,27500,0,27
History HD,Hotbird,12265,1,27500,0,27
History HD,Hotbird,12265,1,27500,0,27
Hitmix,Hotbird,12713,1,29900,0,27
Horse TV HD,Hotbird,10930,0,30000,0,27
HotBird 4K1,Hotbird,12558,1,27500,0,36
Hustler,Hotbird,12616,0,29900,0,27
Hustler,Hotbird,12616,0,30000,0,27
Hustler HD,Hotbird,10719,1,27500,0,27
Hustler HD Nova,Hotbird,10719,1,27500,0,27
Hustler HD SBB,Hotbird,10719,1,27500,0,27
ID,Hotbird,12616,0,29900,0,27
ID,Hotbird,12616,0,30000,0,27
ID Poland HD,Hotbird,11258,0,27500,0,27
IDJ Kids HD,Hotbird,11804,1,30000,0,27
IDJ Kids HD,Hotbird,11804,1,29700,0,27
INPLUS,Hotbird,12731,0,29900,0,27
INPLUS,Hotbird,12731,0,30000,0,27
Insight TV UHD,Hotbird,12380,1,30000,0,36
Inter TV,Hotbird,11977,0,29900,0,27
Intrattenim. HD,Hotbird,12034,1,29900,0,27
Iran E Aryee,Hotbird,11296,0,27500,0,2
Iran International,Hotbird,11137,0,27500,0,2
Iran International HD,Hotbird,11373,0,27500,0,27
Iraqia News HD,Hotbird,11373,0,27500,0,27
Iris HD,Hotbird,11432,1,29900,0,27
Italia1 HD,Hotbird,11432,1,29900,0,27
Italian Fishing TV,Hotbird,12577,0,27500,0,27
JEK TV,Hotbird,12520,1,27500,0,27
JORDAN TV,Hotbird,12399,0,29700,0,27
Jek TV,Hotbird,11373,0,27500,0,27
Jin TV,Hotbird,11075,1,30000,0,27
Just TV,Hotbird,11034,1,27500,0,2
Juwelo TV,Hotbird,10930,0,30000,0,27
K2,Hotbird,11258,0,27500,0,27
K2,Hotbird,11862,0,29900,0,27
KANAL 7 Avrupa,Hotbird,12713,1,29900,0,27
KANAL TESTOWY,Hotbird,11449,0,27500,0,27
KBS WORLD,Hotbird,11179,0,27500,0,27
KENTRON TV,Hotbird,12520,1,27500,0,27
KICC TV,Hotbird,12520,1,27500,0,27
KINO POLSKA HD,Hotbird,10796,1,27500,0,27
KINO POLSKA HD,Hotbird,10796,1,27500,0,27
KINO POLSKA HD,Hotbird,10796,1,27500,0,27
KINO POLSKA HD,Hotbird,10892,0,27500,0,27
KINO POLSKA HD,Hotbird,10892,0,27500,0,27
KINO POLSKA HD,Hotbird,11488,0,27500,0,27
KINO POLSKA HD,Hotbird,11488,0,27500,0,27
KSA SPORT 4,Hotbird,12558,1,27500,0,27
KTV,Hotbird,11296,0,27500,0,27
Kabelio 3+,Hotbird,11096,0,30000,0,27
Kabelio 4+,Hotbird,11096,0,30000,0,27
Kabelio 5 UK,Hotbird,10775,0,29900,0,27
Kabelio 5+,Hotbird,11096,0,30000,0,27
Kabelio 6+,Hotbird,11096,0,30000,0,27
Kabelio Auftanken.TV,Hotbird,10775,0,29900,0,27
Kabelio BBC One Lon,Hotbird,10775,0,29900,0,27
Kabelio BBC Two,Hotbird,10775,0,29900,0,27
Kabelio BBC3/CBBC,Hotbird,10775,0,29900,0,27
Kabelio BBC4/CBBies,Hotbird,10775,0,29900,0,27
Kabelio BVN,Hotbird,10775,0,29900,0,27
Kabelio Blue Zoom D,Hotbird,10775,0,29900,0,27
Kabelio Canale 5,Hotbird,10775,0,29900,0,27
Kabelio Carac 1,Hotbird,10775,0,29900,0,27
Kabelio Channel 4,Hotbird,10775,0,29900,0,27
Kabelio Das Erste,Hotbird,11096,0,30000,0,27
Kabelio Film 4,Hotbird,10775,0,29900,0,27
Kabelio INFO,Hotbird,11096,0,30000,0,27
Kabelio ITV1 London,Hotbird,10775,0,29900,0,27
Kabelio ITV2,Hotbird,10775,0,29900,0,27
Kabelio ITV3,Hotbird,10775,0,29900,0,27
Kabelio ITV4,Hotbird,10775,0,29900,0,27
Kabelio Kabel 1 CH,Hotbird,11096,0,30000,0,27
Kabelio Leman Bleu,Hotbird,10775,0,29900,0,27
Kabelio M6 Music,Hotbird,10775,0,29900,0,27
Kabelio ORF 2 Tirol,Hotbird,11096,0,30000,0,27
Kabelio ORF III,Hotbird,11096,0,30000,0,27
Kabelio ORF Sport+,Hotbird,11096,0,30000,0,27
Kabelio ORF eins,Hotbird,11096,0,30000,0,27
Kabelio ProSieben CH,Hotbird,11096,0,30000,0,27
Kabelio Puls acht,Hotbird,11096,0,30000,0,27
Kabelio RTL CH,Hotbird,11096,0,30000,0,27
Kabelio RTL9 CH,Hotbird,10775,0,29900,0,27
Kabelio RTLzwei CH,Hotbird,11096,0,30000,0,27
Kabelio S1,Hotbird,10775,0,29900,0,27
Kabelio SAT.1 CH,Hotbird,11096,0,30000,0,27
Kabelio SWISS 1,Hotbird,10775,0,29900,0,27
Kabelio ServusTV,Hotbird,11096,0,30000,0,27
Kabelio Sky News,Hotbird,10775,0,29900,0,27
Kabelio SuperRTL CH,Hotbird,11096,0,30000,0,27
Kabelio TF1 CH,Hotbird,10775,0,29900,0,27
Kabelio TMC CH,Hotbird,10775,0,29900,0,27
Kabelio TV SuedOst,Hotbird,10775,0,29900,0,27
Kabelio TV24,Hotbird,11096,0,30000,0,27
Kabelio TV25,Hotbird,11096,0,30000,0,27
Kabelio TV8 Italia,Hotbird,10775,0,29900,0,27
Kabelio TVO,Hotbird,10775,0,29900,0,27
Kabelio Tele 1,Hotbird,10775,0,29900,0,27
Kabelio Tele Baern,Hotbird,10775,0,29900,0,27
Kabelio Tele Basel,Hotbird,10775,0,29900,0,27
Kabelio Tele M1,Hotbird,10775,0,29900,0,27
Kabelio Tele Zueri,Hotbird,11096,0,30000,0,27
Kabelio VOX CH,Hotbird,11096,0,30000,0,27
Kabelio ZDF,Hotbird,11096,0,30000,0,27
Kabelio n-tv CH,Hotbird,11096,0,30000,0,27
KalemehTV,Hotbird,12322,0,27500,0,2
KaravanTV,Hotbird,11034,1,27500,0,2
Kartoon channel,Hotbird,12303,1,27500,0,27
Kino Nova HD,Hotbird,12616,0,29900,0,27
Kino Nova HD,Hotbird,12616,0,30000,0,27
Kino Polska Muzyka,Hotbird,10796,1,27500,0,27
Kino Polska Muzyka,Hotbird,10892,0,27500,0,27
Kino TV HD,Hotbird,10796,1,27500,0,27
Kino TV HD,Hotbird,10796,1,27500,0,27
