id,channel_name,freq,pol,satellite,network_name,provider_mapped,provider_final
3039,KSA SPORT2 HD,12284,1,Nilesat,,Misc,Misc
3040,KSA SPORTS 3 HD,12284,1,Nilesat,,Misc,Misc
3041,AL HADATH HD,12322,1,Nilesat,,Misc,Misc
3042,AL DAFRA HD,12322,1,Nilesat,,Misc,Misc
3043,Fujairah TV HD,12322,1,Nilesat,,Misc,Misc
3044,Al Mashhad,12322,1,Nilesat,,Misc,Misc
3045,BAGHDAD TV,12322,1,Nilesat,,Misc,Misc
3046,Asharq News Channel HD,12360,1,Nilesat,,Misc,Misc
3047,Asharq Documentary HD,12360,1,Nilesat,,Misc,Misc
3048,Asharq Discovery HD,12360,1,Nilesat,,Misc,Misc
3049,Altaghier HD,12399,1,Nilesat,,Misc,Misc
3050,Makkah TV,12399,1,Nilesat,,Misc,Misc
3051,SOAL 24,12399,1,Nilesat,,Misc,Misc
3052,TUNISIA SHOP,12399,1,Nilesat,,Misc,Misc
3053,Kunuz Al-Jannah,12399,1,Nilesat,,Misc,Misc
3054,JORDAN SAMA,12399,1,Nilesat,,Misc,Misc
3055,ALRAHMAN,12399,1,Nilesat,,Misc,Misc
3056,Ennahar rokia,12399,1,Nilesat,,Misc,Misc
3057,Jordan Amen,12399,1,Nilesat,,Misc,Misc
3058,AL HAQEQA AL DAWLIAH,12399,1,Nilesat,,Misc,Misc
3059,ALHAQIQA,12399,1,Nilesat,,Misc,Misc
3060,Al-Etejah TV,12399,1,Nilesat,,Misc,Misc
3061,Oyoun AlWatan,12399,1,Nilesat,,Misc,Misc
3062,Hadramout TV,12399,1,Nilesat,,Misc,Misc
3063,MBCam alshifaa,12399,1,Nilesat,,Misc,Misc
3064,beIN 4K,12604,0,Nilesat,,,Unknown
3065,beIN SPORTS MAX 4,12604,0,Nilesat,,,Unknown
3066,beIN SPORTS XTRA 6,12604,0,Nilesat,,,Unknown
3067,Al Jazeera,10971,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3068,Al Jazeera Mubasher,10971,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3069,Al Jazeera English,10971,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3070,Al Jazeera Documentary,10971,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3071,Al Jazeera Mubasher 2,10971,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3072,TEST,10971,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3073,MUSAWA,12646,0,Nilesat,,,Unknown
3074,Palestine News,12646,0,Nilesat,,,Unknown
3075,Maan TV,12646,0,Nilesat,,,Unknown
3076,Palestine Live,12646,0,Nilesat,,,Unknown
3077,Palestine,12646,0,Nilesat,,,Unknown
3078,Awdeh,12646,0,Nilesat,,,Unknown
3079,Palestine Sport,12646,0,Nilesat,,,Unknown
3080,AL ARABY TV HD,12646,0,Nilesat,SES Americom,,SES Americom
3081,Moga Cinema,12646,0,Nilesat,SES Americom,,SES Americom
3082,Moga Drama,12646,0,Nilesat,SES Americom,,SES Americom
3083,Elfadjer drama Dz,12646,0,Nilesat,SES Americom,,SES Americom
3084,AL KERAZA TV,12646,0,Nilesat,SES Americom,,SES Americom
3085,Moga Comedy,12646,0,Nilesat,SES Americom,,SES Americom
3086,Moga Today,12646,0,Nilesat,SES Americom,,SES Americom
3087,Gulfsat,12646,0,Nilesat,SES Americom,,SES Americom
3088,PLAY AFLAM,12646,0,Nilesat,SES Americom,,SES Americom
3089,PLAY CINEMA,12646,0,Nilesat,SES Americom,,SES Americom
3090,PLAY DRAMA,12646,0,Nilesat,SES Americom,,SES Americom
3091,PLAY HEKAYAT,12646,0,Nilesat,SES Americom,,SES Americom
3092,PLAY TODAY,12646,0,Nilesat,SES Americom,,SES Americom
3093,Qatar 2,10834,1,Nilesat,,,Unknown
3094,Qatar TV HD,10834,1,Nilesat,,,Unknown
3095,El Sharq TV,12687,0,Nilesat,,,Unknown
3096,NHK World-Japan,12687,0,Nilesat,,,Unknown
3097,Mekameleen TV,12687,0,Nilesat,,,Unknown
3098,Yemen Education,12687,0,Nilesat,,,Unknown
3099,Shams TV,12687,0,Nilesat,,,Unknown
3100,Alyaum TV,12687,0,Nilesat,,,Unknown
3101,Nu TV,12687,0,Nilesat,,,Unknown
3102,WATAN TV,12687,0,Nilesat,,,Unknown
3103,i24 News Arabic,12687,0,Nilesat,,,Unknown
3104,ERISAT,12687,0,Nilesat,,,Unknown
3105,Anewz,12687,0,Nilesat,,,Unknown
3106,AlShaoub TV,12687,0,Nilesat,,,Unknown
3107,AlQanat 9,12687,0,Nilesat,,,Unknown
3108,CTV EGYPT,12687,0,Nilesat,,,Unknown
3109,RUDAW,12687,0,Nilesat,,,Unknown
3110,Al Mawsleya HD,11137,1,Nilesat,,OSN,OSN
3111,Al Basra,11137,1,Nilesat,,OSN,OSN
3112,Libya Almustaqbal,11137,1,Nilesat,,OSN,OSN
3113,LIBYA ALMOKHTAR,11137,1,Nilesat,,OSN,OSN
3114,BIN OTHAIMEEN,11137,1,Nilesat,,OSN,OSN
3115,Eriteria TV,11137,1,Nilesat,,OSN,OSN
3116,SHARM,11137,1,Nilesat,,OSN,OSN
3117,ELMEHWAR-HD,11137,1,Nilesat,,OSN,OSN
3118,TANASUH TV,11137,1,Nilesat,,OSN,OSN
3119,Alerth-Alnbawi,11137,1,Nilesat,,OSN,OSN
3120,LIBYA IFTA TV,11137,1,Nilesat,,OSN,OSN
3121,TANASUH EDUCATION TV,11137,1,Nilesat,,OSN,OSN
3122,Kaifa,11137,1,Nilesat,,OSN,OSN
3123,Misk Syria,11137,1,Nilesat,,OSN,OSN
3124,Test,11137,1,Nilesat,,OSN,OSN
3125,Al Forat HD,11137,1,Nilesat,,OSN,OSN
3126,CNBC ARABIYA,11137,1,Nilesat,,OSN,OSN
3127,Test,11137,1,Nilesat,,OSN,OSN
3128,Test,11137,1,Nilesat,,OSN,OSN
3129,CNN,11137,1,Nilesat,,OSN,OSN
3130,ISC,11137,1,Nilesat,,OSN,OSN
3131,Test,11137,1,Nilesat,,OSN,OSN
3132,Cartoon Network,11137,1,Nilesat,,OSN,OSN
3133,Extra News HD,12303,0,Nilesat,,Misc,Misc
3134,Libya Sport 2 HD,12303,0,Nilesat,,Misc,Misc
3135,Libya Al Hedaya TV,12303,0,Nilesat,,Misc,Misc
3136,Madrastna 1,12303,0,Nilesat,,Misc,Misc
3137,Libya Radio Quran Karem,12303,0,Nilesat,,Misc,Misc
3138,Al Wathaeqya,12303,0,Nilesat,,Misc,Misc
3139,Test,12303,0,Nilesat,,Misc,Misc
3140,Syria News SD,12303,0,Nilesat,,Misc,Misc
3141,Al Yawm,11137,0,Nilesat,,OSN,OSN
3142,Al Safwa,11137,0,Nilesat,,OSN,OSN
3143,Cinema 1,11137,0,Nilesat,,OSN,OSN
3144,Cinema 2,11137,0,Nilesat,,OSN,OSN
3145,Series +2 HD,11137,0,Nilesat,,OSN,OSN
3146,Series Channel HD,11137,0,Nilesat,,OSN,OSN
3147,Fann,11137,0,Nilesat,,OSN,OSN
3148,Music Now,11137,0,Nilesat,,OSN,OSN
3149,DW Arabia HD,11137,0,Nilesat,SES Americom,OSN,SES Americom
3150,SAT.TV,11137,0,Nilesat,,OSN,OSN
3151,Yemen Documentary,11137,0,Nilesat,,OSN,OSN
3152,Sheba,11137,0,Nilesat,,OSN,OSN
3153,Al Eman,11137,0,Nilesat,,OSN,OSN
3154,Aden,11137,0,Nilesat,,OSN,OSN
3155,Colorbars1,11179,0,Nilesat,,,Unknown
3156,Colorbars,11179,0,Nilesat,,,Unknown
3157,Nilesat Promo,12729,0,Nilesat,,,Unknown
3158,Test,12729,0,Nilesat,,,Unknown
3159,Test,12729,0,Nilesat,,,Unknown
3160,Test,12729,0,Nilesat,,,Unknown
3161,Test,12729,0,Nilesat,,,Unknown
3162,Test,12729,0,Nilesat,,,Unknown
3163,Test,12729,0,Nilesat,,,Unknown
3164,Test,12729,0,Nilesat,,,Unknown
3165,Test,12729,0,Nilesat,,,Unknown
3166,Test,12729,0,Nilesat,,,Unknown
3167,AL ARABY TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3168,Al Hiwar TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3169,Syria TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3170,ALSHOOR TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3171,ALKARBALAEIA TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3172,Dream Cinema,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3173,MarjaeyatTV 2 HD,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3174,Dream Al Youm,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3175,Alawla Iraq TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3176,SALAM,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3177,Libya G+,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3178,1 Baghdad,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3179,Al-Aqila TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3180,Dream Monawaet,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3181,Dream Al Wan,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3182,Falastini.tv,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3183,Alanwar TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3184,Hala Arabia,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3185,Al-Shaaer TV,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3186,Albaghdadiya,10971,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3187,Gali Kurdistan HD,11564,0,Nilesat,,Rotana,Rotana
3188,Kirkuk TV HD,11564,0,Nilesat,,Rotana,Rotana
3189,Ali Gate TV,11564,0,Nilesat,,Rotana,Rotana
3190,NEW LIBYA,11564,0,Nilesat,,Rotana,Rotana
3191,Bahrain TV HD,11564,0,Nilesat,,Rotana,Rotana
3192,Bahrain International HD,11564,0,Nilesat,,Rotana,Rotana
3193,ARC,11564,0,Nilesat,,Rotana,Rotana
3194,Baghdad TV,11564,0,Nilesat,,Rotana,Rotana
3195,ALLIBIYA TV,11564,0,Nilesat,,Rotana,Rotana
3196,Libya Government TV,11564,0,Nilesat,,Rotana,Rotana
3197,ESAN TV,11564,0,Nilesat,,Rotana,Rotana
3198,TRT World HD,11564,0,Nilesat,,Rotana,Rotana
3199,Huda TV,11564,0,Nilesat,,Rotana,Rotana
3200,Libya Al Maydan Tv,11564,0,Nilesat,,Rotana,Rotana
3201,Palestine HD,11564,0,Nilesat,,Rotana,Rotana
3202,MUSAWA HD,11564,0,Nilesat,,Rotana,Rotana
3203,Palestine Live HD,11564,0,Nilesat,,Rotana,Rotana
3204,Palestine News HD,11564,0,Nilesat,,Rotana,Rotana
3205,Palestine EDU,11564,0,Nilesat,,Rotana,Rotana
3206,Awdeh HD,11564,0,Nilesat,,Rotana,Rotana
3207,Voice of Palestine HD,11564,0,Nilesat,,Rotana,Rotana
3208,beIN SPORTS 1,11013,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3209,beIN SPORTS 2,11013,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3210,beIN SPORTS 3,11013,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3211,beIN SPORTS MAX 3,11013,0,Nilesat,,beIN Sports MENA,beIN Sports MENA
3212,beIN SPORTS MAX 2,11013,0,Nilesat,SES Americom,beIN Sports MENA,SES Americom
3213,beIN SPORTS XTRA 5,11013,0,Nilesat,SES Americom,beIN Sports MENA,SES Americom
3214,ALKAHERA,11179,1,Nilesat,,,Unknown
3215,ALKANAL,11179,1,Nilesat,,,Unknown
3216,ALASKANDRIA,11179,1,Nilesat,,,Unknown
3217,ALDELTA,11179,1,Nilesat,SES Americom,,SES Americom
3218,ALSA3EED,11179,1,Nilesat,,,Unknown
3219,TEBA,11179,1,Nilesat,,,Unknown
3220,AL Masryia SD,11179,1,Nilesat,,,Unknown
3221,Diwan,11179,1,Nilesat,,,Unknown
3222,Madrastna 2,11179,1,Nilesat,,,Unknown
3223,EDUC 1,11179,1,Nilesat,,,Unknown
3224,Sudan Basic Edu,11179,1,Nilesat,,,Unknown
3225,Learning passport SD1,11179,1,Nilesat,,,Unknown
3226,Learning passport SD2,11179,1,Nilesat,,,Unknown
3227,ALASSEMA,11179,1,Nilesat,,,Unknown
3228,Test,11179,1,Nilesat,,,Unknown
3229,beIN SPORTS 6,11054,0,Nilesat,,OSN,OSN
3230,beIN SPORTS 4,11054,0,Nilesat,,OSN,OSN
3231,beIN SPORTS 8,11054,0,Nilesat,,OSN,OSN
3232,beIN SPORTS XTRA 3,11054,0,Nilesat,,OSN,OSN
3233,beIN SPORTS 7,11054,0,Nilesat,,OSN,OSN
3234,beIN SPORTS,11054,0,Nilesat,,OSN,OSN
3235,Dubai TV HD,12418,0,Nilesat,,,Unknown
3236,SAMA DUBAI HD,12418,0,Nilesat,,,Unknown
3237,Dubai One HD,12418,0,Nilesat,,,Unknown
3238,DUBAI SPORTS 1 HD,12418,0,Nilesat,,,Unknown
3239,DUBAI SPORTS 2 HD,12418,0,Nilesat,,,Unknown
3240,DUBAI RACING 1 HD,12418,0,Nilesat,,,Unknown
3241,DUBAI RACING 2 HD,12418,0,Nilesat,,,Unknown
3242,Loveworld Arabic,11096,0,Nilesat,,OSN,OSN
3243,Alkarma ME 1,11096,0,Nilesat,,OSN,OSN
3244,SALVATION TV MENA,11096,0,Nilesat,,OSN,OSN
3245,Al Sahat,11096,0,Nilesat,,OSN,OSN
3246,Mahdi has appeared TV,11096,0,Nilesat,,OSN,OSN
3247,ALHAWYAH TV,11096,0,Nilesat,,OSN,OSN
3248,Yemen TV HD,11096,0,Nilesat,,OSN,OSN
3249,GFN Soccer,11096,0,Nilesat,,OSN,OSN
3250,North Africa,11096,0,Nilesat,,OSN,OSN
3251,Alfady,11096,0,Nilesat,,OSN,OSN
3252,Al Horreya,11096,0,Nilesat,,OSN,OSN
3253,Almasirah Mubashar,11096,0,Nilesat,,OSN,OSN
3254,AnwarTV2,11096,0,Nilesat,,OSN,OSN
3255,Misr ElBald,11096,0,Nilesat,,OSN,OSN
3256,ALLAHDAH TV,11096,0,Nilesat,,OSN,OSN
3257,Logos TV,11096,0,Nilesat,,OSN,OSN
3258,Koogi,11096,0,Nilesat,,OSN,OSN
3259,Libya WTV HD,11096,0,Nilesat,,OSN,OSN
3260,ALMASIRAH TV,11096,0,Nilesat,,OSN,OSN
3261,Iraq Future,11096,0,Nilesat,,OSN,OSN
3262,Nour Mariam,11096,0,Nilesat,,OSN,OSN
3263,Al Ons TV,11096,0,Nilesat,,OSN,OSN
3264,Nour Al Sharq,11096,0,Nilesat,,OSN,OSN
3265,Nour Koddass,11096,0,Nilesat,,OSN,OSN
3266,Test,11804,0,Nilesat,,CBC/DMC,CBC/DMC
3267,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3268,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3269,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3270,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3271,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3272,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3273,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3274,Test,11804,0,Nilesat,SES Americom,CBC/DMC,SES Americom
3275,Kuwait TV 1,11054,1,Nilesat,VIVACOM,OSN,VIVACOM
3276,AL-AKHBAR,11054,1,Nilesat,VIVACOM,OSN,VIVACOM
3277,Kuwait TV 2,11054,1,Nilesat,VIVACOM,OSN,VIVACOM
3278,Kuwait Sports,11054,1,Nilesat,VIVACOM,OSN,VIVACOM
3279,Kuwait Sport Plus,11054,1,Nilesat,VIVACOM,OSN,VIVACOM
3280,Sharjah HD,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3281,Sharjah SD,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3282,Sharqiya from Kalba HD,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3283,Al Wousta from Al Dhaid HD,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3284,Sharjah Sport HD,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3285,Sharjah Quran TV,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3286,Sharjah Sport 2 HD,11013,1,Nilesat,,beIN Sports MENA,beIN Sports MENA
3287,MARQUEUR,12582,1,Nilesat,,,Unknown
3288,Al Jazeera HD,12521,0,Nilesat,,,Unknown
3289,Al Jazeera Mubasher HD,12521,0,Nilesat,,,Unknown
3290,Al Jazeera English HD,12521,0,Nilesat,,,Unknown
3291,Al Jazeera Documentary HD,12521,0,Nilesat,,,Unknown
3292,Al Jazeera Mubasher 2 HD,12521,0,Nilesat,,,Unknown
3293,Al Rayyan HD,12521,0,Nilesat,,,Unknown
3294,Al Rayyan Al Qadeem HD,12521,0,Nilesat,,,Unknown
3309,CANAL+BOX OFFICE UHD,12207,1,Astra1,,Misc,Misc
3310,T18,12207,1,Astra1,,Misc,Misc
3311,CANAL+LIVE 9,12207,1,Astra1,,Misc,Misc
3312,PARIS PREMIERE,12207,1,Astra1,,Misc,Misc
3313,TELETOON+,12207,1,Astra1,,Misc,Misc
3314,PLANETE+,12207,1,Astra1,,Misc,Misc
3315,F3 BNORMANDIE,12207,1,Astra1,,Misc,Misc
3316,FRANCE 5,12207,1,Astra1,,Misc,Misc
3317,LCI,12207,1,Astra1,,Misc,Misc
3318,INFOSPORT+,12207,1,Astra1,,Misc,Misc
3319,F3 PAYS DE LA LOIRE,12207,1,Astra1,,Misc,Misc
3320,TPMP,12207,1,Astra1,,Misc,Misc
3321,CSTAR,12207,1,Astra1,,Misc,Misc
3322,CNEWS,12207,1,Astra1,,Misc,Misc
