id,channel_name,freq,pol,satellite,network_name,provider_mapped,provider_final
1780,Simaye Azadi SD,12149,1,Hotbird,,RAI,RAI
1781,TG NORBA 24,12149,1,Hotbird,,RAI,RAI
1782,TV 4 test,12149,1,Hotbird,,RAI,RAI
1783,TV 5 test,12149,1,Hotbird,,RAI,RAI
1784,TELE CONGO,12149,1,Hotbird,,RAI,RAI
1785,EWTN ENGLISH,12149,1,Hotbird,,RAI,RAI
1786,AXN White,12188,1,Hotbird,,RAI,RAI
1787,AXN Black,12188,1,Hotbird,,RAI,RAI
1788,Dla Abonentow,12188,1,Hotbird,,RAI,RAI
1789,Dla Abonentow,12188,1,Hotbird,,RAI,RAI
1790,Polsat X HD,12188,1,Hotbird,,RAI,RAI
1791,Disco Polo Music,12188,1,Hotbird,,RAI,RAI
1792,TV Okazje,12188,1,Hotbird,,RAI,RAI
1793,Disco Polo Music,12188,1,Hotbird,,RAI,RAI
1794,Polsat Rodzina HD,12188,1,Hotbird,,RAI,RAI
1795,AXN,12188,1,Hotbird,,RAI,RAI
1796,TV Okazje,12188,1,Hotbird,,RAI,RAI
1797,Polsat Seriale HD,12188,1,Hotbird,,RAI,RAI
1798,Polsat Seriale HD,12188,1,Hotbird,,RAI,RAI
1799,Disney XD,12188,1,Hotbird,,RAI,RAI
1800,Disney Channel HD,12188,1,Hotbird,,RAI,RAI
1801,Polsat Jim Jam,12188,1,Hotbird,,RAI,RAI
1802,MTV 90s,12188,1,Hotbird,,RAI,RAI
1803,Vivid Touch,12188,1,Hotbird,,RAI,RAI
1804,Polsat News Polityka HD,12188,1,Hotbird,,RAI,RAI
1805,Polsat News Polityka HD,12188,1,Hotbird,,RAI,RAI
1806,7360,12188,1,Hotbird,,RAI,RAI
1807,Disney Channel HD,12188,1,Hotbird,,RAI,RAI
1808,Polsat Viasat Explore HD,12188,1,Hotbird,,RAI,RAI
1809,Polsat Reality,12188,1,Hotbird,,RAI,RAI
1810,Polsat Film 2,12188,1,Hotbird,,RAI,RAI
1811,VOA EU HD,12226,1,Hotbird,,France TV,France TV
1812,Current Time HD,12226,1,Hotbird,,France TV,France TV
1813,VOA 365 HD,12226,1,Hotbird,,France TV,France TV
1814,Polsat Sport 1,12265,1,Hotbird,,France TV,France TV
1815,Fx Comedy HD,12265,1,Hotbird,,France TV,France TV
1816,Polsat Viasat History HD,12265,1,Hotbird,,France TV,France TV
1817,TVP 2 HD,12265,1,Hotbird,,France TV,France TV
1818,Polsat Doku HD,12265,1,Hotbird,,France TV,France TV
1819,Polsat Sport 2,12265,1,Hotbird,,France TV,France TV
1820,AXN HD,12265,1,Hotbird,,France TV,France TV
1821,Cinemax 2 HD,12265,1,Hotbird,,France TV,France TV
1822,FX HD,12265,1,Hotbird,,France TV,France TV
1823,Polsat Sport 2,12265,1,Hotbird,,France TV,France TV
1824,Cinemax 2 HD,12265,1,Hotbird,,France TV,France TV
1825,AXN HD,12265,1,Hotbird,,France TV,France TV
1826,Fx Comedy HD,12265,1,Hotbird,,France TV,France TV
1827,TVP 2 HD,12265,1,Hotbird,,France TV,France TV
1828,FX HD,12265,1,Hotbird,,France TV,France TV
1829,Polsat Sport 1,12265,1,Hotbird,,France TV,France TV
1830,History HD,12265,1,Hotbird,,France TV,France TV
1831,CI Polsat HD,12265,1,Hotbird,,France TV,France TV
1832,CI Polsat HD,12265,1,Hotbird,,France TV,France TV
1833,History HD,12265,1,Hotbird,,France TV,France TV
1834,Polsat Sport Extra 1,12265,1,Hotbird,,France TV,France TV
1835,Polsat Sport Extra 2,12265,1,Hotbird,,France TV,France TV
1836,Polsat Doku HD,12265,1,Hotbird,,France TV,France TV
1837,Nat Geo People HD,12284,0,Hotbird,,France TV,France TV
1838,Polsat Viasat Nature HD,12284,0,Hotbird,,France TV,France TV
1839,Eska Rock HD,12284,0,Hotbird,,France TV,France TV
1840,Extreme Sports HD,12284,0,Hotbird,,France TV,France TV
1841,Film Cafe,12284,0,Hotbird,,France TV,France TV
1842,Wydarzenia 24 HD,12284,0,Hotbird,,France TV,France TV
1843,Eska TV Extra HD,12284,0,Hotbird,,France TV,France TV
1844,HBO HD,12284,0,Hotbird,,France TV,France TV
1845,HBO HD,12284,0,Hotbird,,France TV,France TV
1846,Vox Music TV HD,12284,0,Hotbird,,France TV,France TV
1847,Polsat Sport Fight HD,12284,0,Hotbird,,France TV,France TV
1848,Polsat Sport 3,12284,0,Hotbird,,France TV,France TV
1849,Mango,12284,0,Hotbird,,France TV,France TV
1850,Disney Junior,12284,0,Hotbird,,France TV,France TV
1851,World Fashion Channel,12303,1,Hotbird,,France TV,France TV
1852,Al Qamar HD,12303,1,Hotbird,,France TV,France TV
1853,Kartoon channel,12303,1,Hotbird,,France TV,France TV
1854,GB News,12303,1,Hotbird,,France TV,France TV
1855,Music India,12303,1,Hotbird,,France TV,France TV
1856,Daystar,12303,1,Hotbird,,France TV,France TV
1857,TVRI,12303,1,Hotbird,,France TV,France TV
1858,Riyad Al Salihin,12303,1,Hotbird,,France TV,France TV
1859,ALASSEMA TV,12303,1,Hotbird,,France TV,France TV
1860,Telesur HD,12303,1,Hotbird,,France TV,France TV
1861,TVE Internacional,12303,1,Hotbird,,France TV,France TV
1862,24h,12303,1,Hotbird,,France TV,France TV
1863,BBC Persian HD,12322,0,Hotbird,,France TV,France TV
1864,Revival TV,12322,0,Hotbird,,France TV,France TV
1865,Sonlife,12322,0,Hotbird,,France TV,France TV
1866,KalemehTV,12322,0,Hotbird,,France TV,France TV
1867,Rinascita del mondo,12322,0,Hotbird,,France TV,France TV
1868,MC EU,12322,0,Hotbird,,France TV,France TV
1869,DAZN 3,12341,1,Hotbird,,France TV,France TV
1870,DAZN 4,12341,1,Hotbird,,France TV,France TV
1871,History +1,12341,1,Hotbird,,France TV,France TV
1872,Super!,12341,1,Hotbird,,France TV,France TV
1873,Eurosport 1,12341,1,Hotbird,,France TV,France TV
1874,Sky Sport,12341,1,Hotbird,,France TV,France TV
1875,History +1,12341,1,Hotbird,,France TV,France TV
1876,Eurosport 2,12341,1,Hotbird,,France TV,France TV
1877,Sky Sport,12341,1,Hotbird,,France TV,France TV
1878,Sky Sport,12341,1,Hotbird,,France TV,France TV
1879,Sky Serie Maratone,12341,1,Hotbird,,France TV,France TV
1880,Sky Arte +1,12341,1,Hotbird,,France TV,France TV
1881,Sky Arte +1,12341,1,Hotbird,,France TV,France TV
1882,Sky Cinema Uno +24,12341,1,Hotbird,,France TV,France TV
1883,Sky Cinema Suspense,12341,1,Hotbird,,France TV,France TV
1884,Sky Sport,12341,1,Hotbird,,France TV,France TV
1885,Sky Serie,12341,1,Hotbird,,France TV,France TV
1886,Comedy +1,12341,1,Hotbird,,France TV,France TV
1887,Dubai International HD,12399,0,Hotbird,,France TV,France TV
1888,SUDAN TV,12399,0,Hotbird,,France TV,France TV
1889,ESC,12399,0,Hotbird,,France TV,France TV
1890,JORDAN TV,12399,0,Hotbird,,France TV,France TV
1891,Libya ALWatnieh,12399,0,Hotbird,,France TV,France TV
1892,Kuwait TV1 HD,12399,0,Hotbird,,France TV,France TV
1893,OMAN TV HD,12399,0,Hotbird,,France TV,France TV
1894,History,12418,1,Hotbird,,,Unknown
1895,History,12418,1,Hotbird,,,Unknown
1896,Sky Sport Legend,12418,1,Hotbird,,,Unknown
1897,Sky Sport,12418,1,Hotbird,,,Unknown
1898,Sky Sport,12418,1,Hotbird,,,Unknown
1899,Sky Sport,12418,1,Hotbird,,,Unknown
1900,Unname,12418,1,Hotbird,,,Unknown
1901,Sky Sport,12418,1,Hotbird,,,Unknown
1902,Sky Cinema Action,12418,1,Hotbird,,,Unknown
1903,Sky Cinema Family,12418,1,Hotbird,,,Unknown
1904,Sky Sport Golf,12418,1,Hotbird,,,Unknown
1905,Sky Sport,12418,1,Hotbird,,,Unknown
1906,Sky Cinema Suspense,12418,1,Hotbird,,,Unknown
1907,Sky Nature,12418,1,Hotbird,,,Unknown
1908,Sky Nature,12418,1,Hotbird,,,Unknown
1909,History +1,12466,1,Hotbird,,,Unknown
1910,Eurosport 1,12466,1,Hotbird,,,Unknown
1911,Nick Jr. +1,12466,1,Hotbird,,,Unknown
1912,History +1,12466,1,Hotbird,,,Unknown
1913,Discovery,12466,1,Hotbird,,,Unknown
1914,Sky Crime,12466,1,Hotbird,,,Unknown
1915,Eurosport 2,12466,1,Hotbird,,,Unknown
1916,Cinema Christmas,12466,1,Hotbird,,,Unknown
1917,Sky Meteo24,12466,1,Hotbird,,,Unknown
1918,Caccia e PESCA,12466,1,Hotbird,,,Unknown
1919,Sky Cinema Uno +24,12466,1,Hotbird,,,Unknown
1920,MTV HD,12466,1,Hotbird,,,Unknown
1921,Sky Arte,12466,1,Hotbird,,,Unknown
1922,Sky Arte,12466,1,Hotbird,,,Unknown
1923,Nickelodeon,12466,1,Hotbird,,,Unknown
1924,Sky Serie,12466,1,Hotbird,,,Unknown
1925,Sky Investigation,12466,1,Hotbird,,,Unknown
1926,Sky Nature,12466,1,Hotbird,,,Unknown
1927,Sky Documentaries,12466,1,Hotbird,,,Unknown
1928,Sky Documentaries,12466,1,Hotbird,,,Unknown
1929,Sky Nature,12466,1,Hotbird,,,Unknown
1930,Gambero Rosso HD,12466,1,Hotbird,,,Unknown
1931,Gambero Rosso HD,12466,1,Hotbird,,,Unknown
1932,Primafila 5,12466,1,Hotbird,,,Unknown
1933,Primafila 3,12466,1,Hotbird,,,Unknown
1934,Primafila 4,12466,1,Hotbird,,,Unknown
1935,PRIMAFILA HCZ,12466,1,Hotbird,,,Unknown
1936,Sky Crime,12466,1,Hotbird,,,Unknown
1937,Comedy +1,12466,1,Hotbird,,,Unknown
1938,Cento x Cento,12466,1,Hotbird,,,Unknown
1939,Vatican Media Europa,12476,0,Hotbird,,,Unknown
1940,2M Monde,12476,0,Hotbird,,,Unknown
1941,BBC Brit,12476,0,Hotbird,,,Unknown
1942,BBC CBeebies,12476,0,Hotbird,,,Unknown
1943,BBC Lifestyle HD,12476,0,Hotbird,,,Unknown
1944,BBC Brit,12476,0,Hotbird,,,Unknown
1945,EURONEWS ITALIAN SD PAL 1.8,12476,0,Hotbird,,,Unknown
1946,BBC CBeebies,12476,0,Hotbird,,,Unknown
1947,BBC Lifestyle HD,12476,0,Hotbird,,,Unknown
1948,BBC Brit,12476,0,Hotbird,,,Unknown
1949,Equidia PRO 1  HD,12476,0,Hotbird,,,Unknown
1950,Equidia PRO 2  HD,12476,0,Hotbird,,,Unknown
1951,programme nationale HD,12520,1,Hotbird,,,Unknown
1952,Canal algerie HD,12520,1,Hotbird,,,Unknown
1953,TV 4 ,12520,1,Hotbird,,,Unknown
1954,TV 5,12520,1,Hotbird,,,Unknown
1955,TV6 HD,12520,1,Hotbird,,,Unknown
1956,TV7 ELMAARIFA,12520,1,Hotbird,,,Unknown
1957,TV8 EDHAKIRA,12520,1,Hotbird,,,Unknown
1958,El barlamaniya,12520,1,Hotbird,,,Unknown
1959,A3 HD,12520,1,Hotbird,,,Unknown
1960,Ronahi TV,12520,1,Hotbird,,,Unknown
1961,Med Music,12520,1,Hotbird,,,Unknown
1962,ORLER TV,12520,1,Hotbird,,,Unknown
1963,Bike Channel,12520,1,Hotbird,,,Unknown
1964,KENTRON TV,12520,1,Hotbird,,,Unknown
1965,JEK TV,12520,1,Hotbird,,,Unknown
1966,Angel TV Europe,12520,1,Hotbird,,,Unknown
1967,BogBlagTV,12520,1,Hotbird,,,Unknown
1968,STERK TV HD,12520,1,Hotbird,,,Unknown
1969,CIRA TV,12520,1,Hotbird,,,Unknown
1970,KICC TV,12520,1,Hotbird,,,Unknown
1971,GO-TV CHANNEL,12520,1,Hotbird,,,Unknown
1972,TEST,12520,1,Hotbird,,,Unknown
1973,SLNTV,12520,1,Hotbird,,,Unknown
1974,AL MALAKOOT SAT – THE KING,12520,1,Hotbird,,,Unknown
1975,Anewz,12520,1,Hotbird,,,Unknown
1976,TBN,12520,1,Hotbird,,,Unknown
1977,Firstlight,12520,1,Hotbird,,,Unknown
1978,AMAZING FACTS,12520,1,Hotbird,,,Unknown
1979,TELERADIOPACE TV,12520,1,Hotbird,,,Unknown
1980,Silk Way,12520,1,Hotbird,,,Unknown
1981,Music Box,12520,1,Hotbird,,,Unknown
1982,SMTV,12520,1,Hotbird,,,Unknown
1983,redpath,12520,1,Hotbird,,,Unknown
1984,Towheed TV,12520,1,Hotbird,,,Unknown
1985,SBC HD,12558,1,Hotbird,,,Unknown
1986,Saudi Ch for Sunnah HD,12558,1,Hotbird,,,Unknown
1987,Saudi Ch for Quran HD,12558,1,Hotbird,,,Unknown
1988,Al Ekhbaria HD,12558,1,Hotbird,,,Unknown
1989,SAUDI TV HD,12558,1,Hotbird,,,Unknown
1990,KSA SPORT 4,12558,1,Hotbird,,,Unknown
1991,HotBird 4K1,12558,1,Hotbird,,,Unknown
1992,БНТ1,12616,0,Hotbird,,,Unknown
1993,dizi,12616,0,Hotbird,,,Unknown
1994,Dom Kino Premium,12616,0,Hotbird,,,Unknown
1995,Arena Life,12616,0,Hotbird,,,Unknown
1996,Arena Comedy,12616,0,Hotbird,,,Unknown
1997,Arena Action,12616,0,Hotbird,,,Unknown
1998,Disney,12616,0,Hotbird,,,Unknown
1999,CineStar TV,12616,0,Hotbird,,,Unknown
2000,Cinemax,12616,0,Hotbird,,,Unknown
2001,HBO,12616,0,Hotbird,,,Unknown
2002,HBO 2,12616,0,Hotbird,,,Unknown
2003,Viasat History,12616,0,Hotbird,,,Unknown
2004,БНТ 2,12616,0,Hotbird,,,Unknown
2005,Ловно-рибарски к�,12616,0,Hotbird,,,Unknown
2006,Travel Channel,12616,0,Hotbird,,,Unknown
2007,Balkanika,12616,0,Hotbird,,,Unknown
2008,ID,12616,0,Hotbird,,,Unknown
2009,CineStar TV A&T,12616,0,Hotbird,,,Unknown
2010,Диема HD,12616,0,Hotbird,,,Unknown
2011,Диема Фемили HD,12616,0,Hotbird,,,Unknown
2012,Kino Nova HD,12616,0,Hotbird,,,Unknown
2013,MTV 00s,12616,0,Hotbird,,,Unknown
2014,Viasat Explore/Fantazzy,12616,0,Hotbird,,,Unknown
2015,Disney Junior,12616,0,Hotbird,,,Unknown
2016,DW,12616,0,Hotbird,,,Unknown
2017,Super Toons,12616,0,Hotbird,,,Unknown
2018,Viasat Kino,12616,0,Hotbird,,,Unknown
2019,Hustler,12616,0,Hotbird,,,Unknown
2020,MTV 90s,12616,0,Hotbird,,,Unknown
2021,Nickelodeon,12616,0,Hotbird,,,Unknown
2022,H2,12616,0,Hotbird,,,Unknown
2023,Epic Drama,12616,0,Hotbird,,,Unknown
2024,Chasse & Peche,12616,0,Hotbird,,,Unknown
2025,Perets Int.,12616,0,Hotbird,,,Unknown
2026,Nova News HD,12616,0,Hotbird,,,Unknown
2027,bTV,12635,1,Hotbird,,,Unknown
2028,NOVA TV,12635,1,Hotbird,,,Unknown
2029,bTV Comedy,12635,1,Hotbird,,,Unknown
2030,bTV Cinema,12635,1,Hotbird,,,Unknown
2031,Nova HD,12635,1,Hotbird,,,Unknown
2032,bTV Story,12635,1,Hotbird,,,Unknown
2033,bTV Action,12635,1,Hotbird,,,Unknown
2034,CITY TV,12635,1,Hotbird,,,Unknown
2035,RING,12635,1,Hotbird,,,Unknown
2036,STAR Life,12635,1,Hotbird,,,Unknown
2037,STAR Crime,12635,1,Hotbird,,,Unknown
2038,24 Kitchen,12635,1,Hotbird,,,Unknown
2039,VTK,12635,1,Hotbird,,,Unknown
2040,STAR Channel,12635,1,Hotbird,,,Unknown
2041,BNT 4,12635,1,Hotbird,,,Unknown
2042,Bulgaria On Air,12635,1,Hotbird,,,Unknown
2043,Bloomberg BG,12635,1,Hotbird,,,Unknown
2044,Nat Geo,12635,1,Hotbird,,,Unknown
2045,PPTV,12635,1,Hotbird,,,Unknown
2046,NG Wild,12635,1,Hotbird,,,Unknown
2047,BHTV,12635,1,Hotbird,,,Unknown
2048,Russian Travel Guide Int,12673,1,Hotbird,,,Unknown
2049,FightKlub,12673,1,Hotbird,,,Unknown
2050,Diema Sport HD,12673,1,Hotbird,,,Unknown
2051,Viasat True Crime,12673,1,Hotbird,,,Unknown
2052,HGTV HD,12673,1,Hotbird,,,Unknown
2053,БНТ 3 HD,12673,1,Hotbird,,,Unknown
2054,MAX Sport 3 HD,12673,1,Hotbird,,,Unknown
2055,NG Wild HD,12673,1,Hotbird,,,Unknown
2056,Nat Geo HD,12673,1,Hotbird,,,Unknown
2057,Планета HD,12673,1,Hotbird,,,Unknown
2058,bTV HD,12673,1,Hotbird,,,Unknown
2059,bTV Action HD,12673,1,Hotbird,,,Unknown
2060,RING HD,12673,1,Hotbird,,,Unknown
2061,Diema Sport 3 HD,12673,1,Hotbird,,,Unknown
2062,Domashniy,12673,1,Hotbird,,,Unknown
2063,CTC Kids,12673,1,Hotbird,,,Unknown
2064,Diema Sport 2 HD,12673,1,Hotbird,,,Unknown
2065,BFM TV,12692,0,Hotbird,,,Unknown
2066,CSTAR,12692,0,Hotbird,,,Unknown
2067,GULLI,12692,0,Hotbird,,,Unknown
2068,FRANCEINFO:,12692,0,Hotbird,,,Unknown
2069,Ushuaia,12692,0,Hotbird,,,Unknown
2070,Equidia,12692,0,Hotbird,,,Unknown
2071,RTL9,12692,0,Hotbird,,,Unknown
2072,AB1,12692,0,Hotbird,,,Unknown
2073,AUTOMOTO la chaine,12692,0,Hotbird,,,Unknown
2074,ANIMAUX,12692,0,Hotbird,,,Unknown
2075,CHASSE et PECHE,12692,0,Hotbird,,,Unknown
2076,TV Breizh,12692,0,Hotbird,,,Unknown
2077,Crime District,12692,0,Hotbird,,,Unknown
2078,TREK,12692,0,Hotbird,,,Unknown
2079,TOUTE L'HISTOIRE,12692,0,Hotbird,,,Unknown
2080,ACTION,12692,0,Hotbird,,,Unknown
2081,MANGAS,12692,0,Hotbird,,,Unknown
2082,Science et Vie,12692,0,Hotbird,,,Unknown
2083,Téva,12692,0,Hotbird,,,Unknown
2084,XXL,12692,0,Hotbird,,,Unknown
2085,Padel Time TV,12692,0,Hotbird,,,Unknown
2086,Test,12692,0,Hotbird,,,Unknown
2087,TeN TV,12692,0,Hotbird,,,Unknown
2088,Test,12692,0,Hotbird,,,Unknown
2089,Nile News,12692,0,Hotbird,,,Unknown
2090,Nile Comedy,12692,0,Hotbird,,,Unknown
2091,Nile Life,12692,0,Hotbird,,,Unknown
2092,Nile Drama,12692,0,Hotbird,,,Unknown
2093,Nile Sport,12692,0,Hotbird,,,Unknown
2094,Nile News HD,12692,0,Hotbird,,,Unknown
2095,Nile Cinema,12692,0,Hotbird,,,Unknown
2096,Maspero Zaman,12692,0,Hotbird,,,Unknown
2097,Test,12692,0,Hotbird,,,Unknown
2098,Mix One,12692,0,Hotbird,,,Unknown
2099,Discovery Channel,12713,1,Hotbird,,,Unknown
2100,БГ+,12713,1,Hotbird,,,Unknown
2101,Фен Фолк,12713,1,Hotbird,,,Unknown
2102,BG Music Channel,12713,1,Hotbird,,,Unknown
2103,The World,12713,1,Hotbird,,,Unknown
2104,Travel TV,12713,1,Hotbird,,,Unknown
2105,Code Health,12713,1,Hotbird,,,Unknown
2106,XY Plus,12713,1,Hotbird,,,Unknown
2107,Hitmix,12713,1,Hotbird,,,Unknown
2108,WNESS TV,12713,1,Hotbird,,,Unknown
2109,Filmbox,12713,1,Hotbird,,,Unknown
2110,Antena 3,12713,1,Hotbird,,,Unknown
2111,Soul & Pepper TV,12713,1,Hotbird,,,Unknown
2112,TV 1,12713,1,Hotbird,,,Unknown
2113,Cinemania,12713,1,Hotbird,,,Unknown
2114,English Club,12713,1,Hotbird,,,Unknown
2115,VIVACOM Arena HD,12713,1,Hotbird,,,Unknown
2116,MAX Sport 4 HD,12713,1,Hotbird,,,Unknown
2117,MAX Sport 1 HD,12713,1,Hotbird,,,Unknown
2118,MAX Sport 2 HD,12713,1,Hotbird,,,Unknown
2119,Dorcel TV,12713,1,Hotbird,,,Unknown
2120,CNN,12713,1,Hotbird,,,Unknown
2121,BeIN Movies Turk,12713,1,Hotbird,,,Unknown
2122,Nick Junior,12713,1,Hotbird,,,Unknown
2123,Da Vinci,12713,1,Hotbird,,,Unknown
2124,FREEДОМ,12713,1,Hotbird,,,Unknown
2125,KANAL 7 Avrupa,12713,1,Hotbird,,,Unknown
2126,Show Max,12713,1,Hotbird,,,Unknown
2127,Current Time,12713,1,Hotbird,,,Unknown
2128,HABERTURK,12713,1,Hotbird,,,Unknown
2129,Show Turk,12713,1,Hotbird,,,Unknown
2130,MTV 80s,12713,1,Hotbird,,,Unknown
2131,Mediaset,12713,1,Hotbird,,,Unknown
2132,MTV Hits,12713,1,Hotbird,,,Unknown
2133,Filmbox Extra,12713,1,Hotbird,,,Unknown
2134,Filmbox Arthouse,12713,1,Hotbird,,,Unknown
2135,Yaban TV,12713,1,Hotbird,,,Unknown
2136,Private TV,12713,1,Hotbird,,,Unknown
2137,TV 5 Monde,12713,1,Hotbird,,,Unknown
2138,RTL,12713,1,Hotbird,,,Unknown
2139,Program 5045,12713,1,Hotbird,,,Unknown
2140,FX Life HD,12731,0,Hotbird,,,Unknown
2141,FX HD,12731,0,Hotbird,,,Unknown
2142,MyZen TV HD,12731,0,Hotbird,,,Unknown
2143,NR1 HD,12731,0,Hotbird,,,Unknown
2144,INPLUS,12731,0,Hotbird,,,Unknown
2145,Crime+Investigation,12731,0,Hotbird,,,Unknown
2146,National Geographic HD,12731,0,Hotbird,,,Unknown
2147,Viasat History HD,12731,0,Hotbird,,,Unknown
2148,Viasat Nature HD,12731,0,Hotbird,,,Unknown
2149,Viasat Explore HD,12731,0,Hotbird,,,Unknown
2150,BFM TV,11900,0,Hotbird,,Euronews,Euronews
2151,CSTAR,11900,0,Hotbird,,Euronews,Euronews
2152,GULLI,11900,0,Hotbird,,Euronews,Euronews
2153,FRANCEINFO:,11900,0,Hotbird,,Euronews,Euronews
2154,USHUAIA,11900,0,Hotbird,,Euronews,Euronews
2155,EQUIDIA,11900,0,Hotbird,,Euronews,Euronews
2156,RTL 9,11900,0,Hotbird,,Euronews,Euronews
2157,AB1,11900,0,Hotbird,,Euronews,Euronews
2158,AUTOMOTO la chaine,11900,0,Hotbird,,Euronews,Euronews
2159,ANIMAUX,11900,0,Hotbird,,Euronews,Euronews
2160,CHASSE ET PECHE,11900,0,Hotbird,,Euronews,Euronews
2161,TV BREIZH,11900,0,Hotbird,,Euronews,Euronews
2162,CRIME DISTRICT,11900,0,Hotbird,,Euronews,Euronews
2163,TREK,11900,0,Hotbird,,Euronews,Euronews
2164,TOUTE L'HISTOIRE,11900,0,Hotbird,,Euronews,Euronews
2165,ACTION,11900,0,Hotbird,,Euronews,Euronews
2166,MANGAS,11900,0,Hotbird,,Euronews,Euronews
2167,SCIENCE ET VIE,11900,0,Hotbird,,Euronews,Euronews
2168,TEVA,11900,0,Hotbird,,Euronews,Euronews
2169,XXL,11900,0,Hotbird,,Euronews,Euronews
2170,PADEL TIME TV,11900,0,Hotbird,,Euronews,Euronews
2171,beIN SPORTS 6,11900,0,Hotbird,,Euronews,Euronews
2172,beIN SPORTS 4,11900,0,Hotbird,,Euronews,Euronews
2173,beIN SPORTS 8,11900,0,Hotbird,,Euronews,Euronews
2174,beIN SPORTS XTRA 3,11900,0,Hotbird,,Euronews,Euronews
2175,beIN SPORTS 7,11900,0,Hotbird,,Euronews,Euronews
2176,beIN SPORTS,11900,0,Hotbird,,Euronews,Euronews
2177,TVP Polonia,11075,1,Hotbird,,beIN Sports,beIN Sports
2178,MC EU,11075,1,Hotbird,,beIN Sports,beIN Sports
2179,Jin TV,11075,1,Hotbird,,beIN Sports,beIN Sports
2180,Can TV HD,11075,1,Hotbird,,beIN Sports,beIN Sports
2181,MTV 00s,11804,1,Hotbird,,Euronews,Euronews
2182,MTV Hits,11804,1,Hotbird,,Euronews,Euronews
2183,COSMOTESportHLHD,11804,1,Hotbird,,Euronews,Euronews
2184,Travel Channel HD,11804,1,Hotbird,,Euronews,Euronews
2185,Nat Geo Wild HD,11804,1,Hotbird,,Euronews,Euronews
2186,MTV,11804,1,Hotbird,,Euronews,Euronews
2187,Novasports1HD,11804,1,Hotbird,,Euronews,Euronews
2188,Novasportsextra2HD,11804,1,Hotbird,,Euronews,Euronews
2189,Novasports6HD,11804,1,Hotbird,,Euronews,Euronews
2190,Novasports6HD CY,11804,1,Hotbird,,Euronews,Euronews
2191,Novasports Start HD,11804,1,Hotbird,,Euronews,Euronews
2192,Novasports Start HD CY,11804,1,Hotbird,,Euronews,Euronews
2193,IDJ Kids HD,11804,1,Hotbird,,Euronews,Euronews
2194,Disney Junior,11804,1,Hotbird,,Euronews,Euronews
2195,Novasports Premier League,11804,1,Hotbird,,Euronews,Euronews
2196,Novasports5HD,11804,1,Hotbird,,Euronews,Euronews
2197,Disney Channel,11804,1,Hotbird,,Euronews,Euronews
2198,Animal Planet HD,11804,1,Hotbird,,Euronews,Euronews
2199,Disney Channel,11804,1,Hotbird,,Euronews,Euronews
2200,Novasports Prime HD,11804,1,Hotbird,,Euronews,Euronews
2201,Novasports Prime HD CY,11804,1,Hotbird,,Euronews,Euronews
2202,Novasports5HD Cy,11804,1,Hotbird,,Euronews,Euronews
2203,SMILE TV,11804,1,Hotbird,,Euronews,Euronews
2204,Novasportsextra2HD Cy,11804,1,Hotbird,,Euronews,Euronews
2205,Service_MENA_09,12594,1,Hotbird,,,Unknown
2206,Al Jazeera HD,12577,0,Hotbird,,,Unknown
2207,Italian Fishing TV,12577,0,Hotbird,,,Unknown
2208,MS MOTOR TV,12577,0,Hotbird,,,Unknown
2209,ACISPORT TV,12577,0,Hotbird,,,Unknown
2210,MS CHANNEL,12577,0,Hotbird,,,Unknown
2211,Noursat English,12577,0,Hotbird,,,Unknown
2212,SRS - TV,12577,0,Hotbird,,,Unknown
2213,GNC HD,12577,0,Hotbird,,,Unknown
2214,Russian Travel Guide Int,12673,1,Hotbird,,,Unknown
2215,FightKlub,12673,1,Hotbird,,,Unknown
2216,Diema Sport HD,12673,1,Hotbird,,,Unknown
2217,Viasat True Crime,12673,1,Hotbird,,,Unknown
2218,HGTV HD,12673,1,Hotbird,,,Unknown
2219,БНТ 3,12673,1,Hotbird,,,Unknown
2220,MAX Sport 3 HD,12673,1,Hotbird,,,Unknown
2221,NG Wild HD,12673,1,Hotbird,,,Unknown
2222,Nat Geo HD,12673,1,Hotbird,,,Unknown
2223,Планета HD,12673,1,Hotbird,,,Unknown
2224,bTV HD,12673,1,Hotbird,,,Unknown
2225,bTV Action HD,12673,1,Hotbird,,,Unknown
2226,RING HD,12673,1,Hotbird,,,Unknown
2227,CTC Int.,12673,1,Hotbird,,,Unknown
2228,Diema Sport 3 HD,12673,1,Hotbird,,,Unknown
2229,Domashniy,12673,1,Hotbird,,,Unknown
2230,CTC Kids,12673,1,Hotbird,,,Unknown
2231,Diema Sport 2 HD,12673,1,Hotbird,,,Unknown
2232,bTV,12635,1,Hotbird,,,Unknown
2233,NOVA TV,12635,1,Hotbird,,,Unknown
2234,bTV Comedy,12635,1,Hotbird,,,Unknown
2235,bTV Cinema,12635,1,Hotbird,,,Unknown
2236,Nova HD,12635,1,Hotbird,,,Unknown
2237,bTV Story,12635,1,Hotbird,,,Unknown
2238,bTV Action,12635,1,Hotbird,,,Unknown
2239,CITY TV,12635,1,Hotbird,,,Unknown
2240,RING,12635,1,Hotbird,,,Unknown
2241,STAR Life,12635,1,Hotbird,,,Unknown
2242,STAR Crime,12635,1,Hotbird,,,Unknown
2243,24 Kitchen,12635,1,Hotbird,,,Unknown
2244,Telemedia,12635,1,Hotbird,,,Unknown
2245,STAR Channel,12635,1,Hotbird,,,Unknown
2246,BNT 4,12635,1,Hotbird,,,Unknown
